,RegionName,City,State,lat,lon,Date,Rent
3602,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2016-10,1015.0
3709,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2016-11,1017.0
3816,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2016-12,1019.0
3923,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2017-01,1022.0
4030,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2017-02,1024.0
4137,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2017-03,1026.0
4244,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2017-04,1028.0
4351,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2017-05,1030.0
4458,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2017-06,1032.0
4565,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2017-07,1034.0
4672,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2017-08,1037.0
4779,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2017-09,1040.0
4886,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2017-10,1042.0
4993,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2017-11,1045.0
5100,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2017-12,1048.0
5207,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2018-01,1052.0
5314,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2018-02,1055.0
5421,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2018-03,1058.0
5528,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2018-04,1062.0
5635,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2018-05,1066.0
5742,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2018-06,1069.0
5849,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2018-07,1072.0
5956,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2018-08,1076.0
6063,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2018-09,1079.0
6170,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2018-10,1083.0
6277,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2018-11,1086.0
6384,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2018-12,1090.0
6491,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2019-01,1094.0
6598,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2019-02,1098.0
6705,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2019-03,1102.0
6812,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2019-04,1105.0
6919,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2019-05,1109.0
7026,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2019-06,1113.0
7133,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2019-07,1116.0
7240,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2019-08,1120.0
7347,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2019-09,1123.0
7454,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2019-10,1127.0
7561,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2019-11,1131.0
7668,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2019-12,1135.0
7775,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2020-01,1139.0
7882,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2020-02,1143.0
7989,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2020-03,1147.0
8096,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2020-04,1152.0
8203,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2020-05,1156.0
8310,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2020-06,1161.0
8417,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2020-07,1165.0
8524,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2020-08,1170.0
8631,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2020-09,1175.0
8738,"Columbia, SC",Columbia, SC,34.0007493,-81.0343313,2020-10,1179.0
32,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2014-01,1022.0
139,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2014-02,1025.0
246,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2014-03,1029.0
353,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2014-04,1032.0
460,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2014-05,1036.0
567,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2014-06,1039.0
674,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2014-07,1043.0
781,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2014-08,1046.0
888,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2014-09,1050.0
995,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2014-10,1053.0
1102,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2014-11,1057.0
1209,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2014-12,1061.0
1316,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2015-01,1065.0
1423,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2015-02,1069.0
1530,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2015-03,1073.0
1637,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2015-04,1077.0
1744,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2015-05,1082.0
1851,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2015-06,1086.0
1958,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2015-07,1090.0
2065,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2015-08,1094.0
2172,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2015-09,1098.0
2279,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2015-10,1102.0
2386,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2015-11,1106.0
2493,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2015-12,1109.0
2600,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2016-01,1113.0
2707,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2016-02,1116.0
2814,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2016-03,1119.0
2921,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2016-04,1121.0
3028,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2016-05,1124.0
3135,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2016-06,1126.0
3242,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2016-07,1129.0
3349,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2016-08,1132.0
3456,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2016-09,1135.0
3563,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2016-10,1138.0
3670,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2016-11,1141.0
3777,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2016-12,1144.0
3884,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2017-01,1148.0
3991,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2017-02,1151.0
4098,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2017-03,1155.0
4205,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2017-04,1158.0
4312,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2017-05,1162.0
4419,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2017-06,1166.0
4526,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2017-07,1170.0
4633,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2017-08,1174.0
4740,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2017-09,1179.0
4847,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2017-10,1183.0
4954,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2017-11,1187.0
5061,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2017-12,1192.0
5168,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2018-01,1196.0
5275,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2018-02,1201.0
5382,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2018-03,1205.0
5489,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2018-04,1210.0
5596,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2018-05,1214.0
5703,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2018-06,1218.0
5810,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2018-07,1223.0
5917,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2018-08,1227.0
6024,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2018-09,1231.0
6131,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2018-10,1235.0
6238,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2018-11,1239.0
6345,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2018-12,1243.0
6452,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2019-01,1247.0
6559,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2019-02,1251.0
6666,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2019-03,1254.0
6773,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2019-04,1258.0
6880,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2019-05,1262.0
6987,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2019-06,1266.0
7094,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2019-07,1270.0
7201,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2019-08,1274.0
7308,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2019-09,1277.0
7415,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2019-10,1281.0
7522,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2019-11,1285.0
7629,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2019-12,1289.0
7736,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2020-01,1293.0
7843,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2020-02,1298.0
7950,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2020-03,1302.0
8057,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2020-04,1307.0
8164,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2020-05,1312.0
8271,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2020-06,1317.0
8378,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2020-07,1321.0
8485,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2020-08,1326.0
8592,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2020-09,1331.0
8699,"Columbus, OH",Columbus, OH,39.9622601,-83.0007065,2020-10,1336.0
4,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2014-01,1217.0
111,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2014-02,1222.0
218,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2014-03,1228.0
325,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2014-04,1234.0
432,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2014-05,1239.0
539,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2014-06,1245.0
646,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2014-07,1251.0
753,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2014-08,1256.0
860,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2014-09,1262.0
967,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2014-10,1268.0
1074,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2014-11,1274.0
1181,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2014-12,1280.0
1288,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2015-01,1285.0
1395,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2015-02,1291.0
1502,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2015-03,1297.0
1609,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2015-04,1302.0
1716,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2015-05,1308.0
1823,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2015-06,1313.0
1930,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2015-07,1319.0
2037,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2015-08,1324.0
2144,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2015-09,1329.0
2251,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2015-10,1335.0
2358,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2015-11,1340.0
2465,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2015-12,1346.0
2572,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2016-01,1351.0
2679,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2016-02,1357.0
2786,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2016-03,1363.0
2893,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2016-04,1368.0
3000,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2016-05,1374.0
3107,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2016-06,1380.0
3214,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2016-07,1385.0
3321,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2016-08,1391.0
3428,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2016-09,1396.0
3535,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2016-10,1401.0
3642,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2016-11,1406.0
3749,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2016-12,1411.0
3856,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2017-01,1415.0
3963,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2017-02,1420.0
4070,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2017-03,1424.0
4177,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2017-04,1429.0
4284,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2017-05,1433.0
4391,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2017-06,1437.0
4498,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2017-07,1441.0
4605,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2017-08,1445.0
4712,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2017-09,1449.0
4819,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2017-10,1453.0
4926,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2017-11,1457.0
5033,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2017-12,1460.0
5140,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2018-01,1464.0
5247,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2018-02,1468.0
5354,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2018-03,1472.0
5461,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2018-04,1475.0
5568,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2018-05,1479.0
5675,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2018-06,1483.0
5782,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2018-07,1487.0
5889,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2018-08,1491.0
5996,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2018-09,1496.0
6103,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2018-10,1500.0
6210,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2018-11,1505.0
6317,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2018-12,1509.0
6424,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2019-01,1514.0
6531,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2019-02,1518.0
6638,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2019-03,1523.0
6745,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2019-04,1527.0
6852,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2019-05,1531.0
6959,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2019-06,1536.0
7066,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2019-07,1540.0
7173,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2019-08,1544.0
7280,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2019-09,1547.0
7387,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2019-10,1551.0
7494,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2019-11,1553.0
7601,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2019-12,1555.0
7708,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2020-01,1557.0
7815,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2020-02,1558.0
7922,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2020-03,1560.0
8029,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2020-04,1561.0
8136,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2020-05,1563.0
8243,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2020-06,1564.0
8350,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2020-07,1565.0
8457,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2020-08,1566.0
8564,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2020-09,1568.0
8671,"Dallas-Fort Worth, TX",Dallas-Fort Worth, TX,32.7379037,-97.2394281,2020-10,1569.0
70,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2014-01,
177,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2014-02,800.0
284,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2014-03,800.0
391,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2014-04,800.0
498,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2014-05,801.0
605,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2014-06,801.0
712,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2014-07,802.0
819,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2014-08,802.0
926,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2014-09,803.0
1033,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2014-10,803.0
1140,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2014-11,804.0
1247,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2014-12,805.0
1354,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2015-01,807.0
1461,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2015-02,808.0
1568,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2015-03,810.0
1675,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2015-04,813.0
1782,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2015-05,815.0
1889,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2015-06,818.0
1996,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2015-07,821.0
2103,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2015-08,824.0
2210,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2015-09,827.0
2317,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2015-10,830.0
2424,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2015-11,833.0
2531,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2015-12,835.0
2638,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2016-01,837.0
2745,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2016-02,839.0
2852,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2016-03,841.0
2959,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2016-04,843.0
3066,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2016-05,845.0
3173,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2016-06,847.0
3280,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2016-07,849.0
3387,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2016-08,851.0
3494,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2016-09,853.0
3601,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2016-10,855.0
3708,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2016-11,857.0
3815,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2016-12,860.0
3922,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2017-01,862.0
4029,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2017-02,865.0
4136,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2017-03,868.0
4243,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2017-04,870.0
4350,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2017-05,873.0
4457,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2017-06,876.0
4564,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2017-07,879.0
4671,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2017-08,882.0
4778,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2017-09,884.0
4885,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2017-10,887.0
4992,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2017-11,890.0
5099,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2017-12,893.0
5206,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2018-01,896.0
5313,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2018-02,899.0
5420,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2018-03,901.0
5527,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2018-04,904.0
5634,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2018-05,907.0
5741,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2018-06,909.0
5848,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2018-07,912.0
5955,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2018-08,914.0
6062,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2018-09,917.0
6169,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2018-10,920.0
6276,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2018-11,923.0
6383,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2018-12,926.0
6490,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2019-01,929.0
6597,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2019-02,933.0
6704,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2019-03,936.0
6811,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2019-04,940.0
6918,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2019-05,943.0
7025,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2019-06,948.0
7132,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2019-07,952.0
7239,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2019-08,956.0
7346,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2019-09,960.0
7453,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2019-10,964.0
7560,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2019-11,967.0
7667,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2019-12,971.0
7774,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2020-01,975.0
7881,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2020-02,979.0
7988,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2020-03,984.0
8095,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2020-04,988.0
8202,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2020-05,992.0
8309,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2020-06,996.0
8416,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2020-07,1000.0
8523,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2020-08,1004.0
8630,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2020-09,1008.0
8737,"Dayton, OH",Dayton, OH,39.7589478,-84.1916069,2020-10,1013.0
89,"Daytona Beach, FL",Daytona Beach, FL,29.2108147,-81.0228331,2014-01,1002.0
196,"Daytona Beach, FL",Daytona Beach, FL,29.2108147,-81.0228331,2014-02,1007.0
303,"Daytona Beach, FL",Daytona Beach, FL,29.2108147,-81.0228331,2014-03,1011.0
410,"Daytona Beach, FL",Daytona Beach, FL,29.2108147,-81.0228331,2014-04,1016.0
517,"Daytona Beach, FL",Daytona Beach, FL,29.2108147,-81.0228331,2014-05,1020.0
