,RegionName,City,State,lat,lon,Date,Rent
4923,"New York, NY",New York, NY,40.7127281,-74.0060152,2017-11,2650.0
5030,"New York, NY",New York, NY,40.7127281,-74.0060152,2017-12,2653.0
5137,"New York, NY",New York, NY,40.7127281,-74.0060152,2018-01,2655.0
5244,"New York, NY",New York, NY,40.7127281,-74.0060152,2018-02,2659.0
5351,"New York, NY",New York, NY,40.7127281,-74.0060152,2018-03,2662.0
5458,"New York, NY",New York, NY,40.7127281,-74.0060152,2018-04,2666.0
5565,"New York, NY",New York, NY,40.7127281,-74.0060152,2018-05,2670.0
5672,"New York, NY",New York, NY,40.7127281,-74.0060152,2018-06,2674.0
5779,"New York, NY",New York, NY,40.7127281,-74.0060152,2018-07,2679.0
5886,"New York, NY",New York, NY,40.7127281,-74.0060152,2018-08,2684.0
5993,"New York, NY",New York, NY,40.7127281,-74.0060152,2018-09,2689.0
6100,"New York, NY",New York, NY,40.7127281,-74.0060152,2018-10,2694.0
6207,"New York, NY",New York, NY,40.7127281,-74.0060152,2018-11,2700.0
6314,"New York, NY",New York, NY,40.7127281,-74.0060152,2018-12,2705.0
6421,"New York, NY",New York, NY,40.7127281,-74.0060152,2019-01,2711.0
6528,"New York, NY",New York, NY,40.7127281,-74.0060152,2019-02,2717.0
6635,"New York, NY",New York, NY,40.7127281,-74.0060152,2019-03,2723.0
6742,"New York, NY",New York, NY,40.7127281,-74.0060152,2019-04,2729.0
6849,"New York, NY",New York, NY,40.7127281,-74.0060152,2019-05,2735.0
6956,"New York, NY",New York, NY,40.7127281,-74.0060152,2019-06,2741.0
7063,"New York, NY",New York, NY,40.7127281,-74.0060152,2019-07,2747.0
7170,"New York, NY",New York, NY,40.7127281,-74.0060152,2019-08,2752.0
7277,"New York, NY",New York, NY,40.7127281,-74.0060152,2019-09,2757.0
7384,"New York, NY",New York, NY,40.7127281,-74.0060152,2019-10,2762.0
7491,"New York, NY",New York, NY,40.7127281,-74.0060152,2019-11,2760.0
7598,"New York, NY",New York, NY,40.7127281,-74.0060152,2019-12,2757.0
7705,"New York, NY",New York, NY,40.7127281,-74.0060152,2020-01,2754.0
7812,"New York, NY",New York, NY,40.7127281,-74.0060152,2020-02,2742.0
7919,"New York, NY",New York, NY,40.7127281,-74.0060152,2020-03,2729.0
8026,"New York, NY",New York, NY,40.7127281,-74.0060152,2020-04,2717.0
8133,"New York, NY",New York, NY,40.7127281,-74.0060152,2020-05,2704.0
8240,"New York, NY",New York, NY,40.7127281,-74.0060152,2020-06,2690.0
8347,"New York, NY",New York, NY,40.7127281,-74.0060152,2020-07,2677.0
8454,"New York, NY",New York, NY,40.7127281,-74.0060152,2020-08,2662.0
8561,"New York, NY",New York, NY,40.7127281,-74.0060152,2020-09,2647.0
8668,"New York, NY",New York, NY,40.7127281,-74.0060152,2020-10,2632.0
74,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2014-01,1457.0
181,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2014-02,1464.0
288,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2014-03,1471.0
395,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2014-04,1478.0
502,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2014-05,1486.0
609,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2014-06,1493.0
716,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2014-07,1500.0
823,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2014-08,1507.0
930,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2014-09,1515.0
1037,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2014-10,1522.0
1144,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2014-11,1529.0
1251,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2014-12,1537.0
1358,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2015-01,1545.0
1465,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2015-02,1552.0
1572,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2015-03,1560.0
1679,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2015-04,1568.0
1786,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2015-05,1576.0
1893,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2015-06,1583.0
2000,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2015-07,1590.0
2107,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2015-08,1597.0
2214,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2015-09,1603.0
2321,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2015-10,1610.0
2428,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2015-11,1615.0
2535,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2015-12,1621.0
2642,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2016-01,1626.0
2749,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2016-02,1631.0
2856,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2016-03,1636.0
2963,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2016-04,1641.0
3070,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2016-05,1646.0
3177,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2016-06,1652.0
3284,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2016-07,1657.0
3391,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2016-08,1662.0
3498,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2016-09,1666.0
3605,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2016-10,1671.0
3712,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2016-11,1674.0
3819,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2016-12,1678.0
3926,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2017-01,1681.0
4033,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2017-02,1683.0
4140,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2017-03,1685.0
4247,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2017-04,1688.0
4354,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2017-05,1690.0
4461,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2017-06,1692.0
4568,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2017-07,1694.0
4675,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2017-08,1697.0
4782,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2017-09,1701.0
4889,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2017-10,1704.0
4996,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2017-11,1710.0
5103,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2017-12,1715.0
5210,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2018-01,1721.0
5317,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2018-02,1728.0
5424,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2018-03,1735.0
5531,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2018-04,1741.0
5638,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2018-05,1748.0
5745,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2018-06,1754.0
5852,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2018-07,1760.0
5959,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2018-08,1765.0
6066,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2018-09,1770.0
6173,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2018-10,1775.0
6280,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2018-11,1779.0
6387,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2018-12,1783.0
6494,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2019-01,1787.0
6601,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2019-02,1791.0
6708,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2019-03,1796.0
6815,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2019-04,1800.0
6922,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2019-05,1805.0
7029,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2019-06,1810.0
7136,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2019-07,1815.0
7243,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2019-08,1820.0
7350,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2019-09,1825.0
7457,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2019-10,1830.0
7564,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2019-11,1835.0
7671,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2019-12,1840.0
7778,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2020-01,1845.0
7885,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2020-02,1851.0
7992,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2020-03,1856.0
8099,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2020-04,1862.0
8206,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2020-05,1868.0
8313,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2020-06,1873.0
8420,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2020-07,1879.0
8527,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2020-08,1884.0
8634,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2020-09,1890.0
8741,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton, FL,27.074755,-82.175602,2020-10,1896.0
88,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2014-01,921.0
195,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2014-02,929.0
302,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2014-03,936.0
409,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2014-04,944.0
516,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2014-05,952.0
623,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2014-06,959.0
730,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2014-07,967.0
837,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2014-08,974.0
944,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2014-09,981.0
1051,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2014-10,989.0
1158,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2014-11,995.0
1265,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2014-12,1002.0
1372,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2015-01,1009.0
1479,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2015-02,1013.0
1586,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2015-03,1018.0
1693,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2015-04,1023.0
1800,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2015-05,1027.0
1907,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2015-06,1031.0
2014,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2015-07,1036.0
2121,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2015-08,1038.0
2228,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2015-09,1041.0
2335,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2015-10,1044.0
2442,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2015-11,1046.0
2549,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2015-12,1049.0
2656,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2016-01,1051.0
2763,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2016-02,1055.0
2870,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2016-03,1059.0
2977,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2016-04,1063.0
3084,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2016-05,1069.0
3191,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2016-06,1075.0
3298,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2016-07,1080.0
3405,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2016-08,1086.0
3512,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2016-09,1093.0
3619,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2016-10,1099.0
3726,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2016-11,1104.0
3833,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2016-12,1109.0
3940,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2017-01,1114.0
4047,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2017-02,1116.0
4154,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2017-03,1119.0
4261,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2017-04,1121.0
4368,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2017-05,1123.0
4475,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2017-06,1124.0
4582,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2017-07,1126.0
4689,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2017-08,1130.0
4796,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2017-09,1134.0
4903,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2017-10,1138.0
5010,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2017-11,1146.0
5117,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2017-12,1154.0
5224,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2018-01,1162.0
5331,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2018-02,1173.0
5438,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2018-03,1183.0
5545,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2018-04,1193.0
5652,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2018-05,1203.0
5759,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2018-06,1213.0
5866,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2018-07,1223.0
5973,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2018-08,1231.0
6080,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2018-09,1239.0
6187,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2018-10,1247.0
6294,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2018-11,1252.0
6401,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2018-12,1257.0
6508,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2019-01,1262.0
6615,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2019-02,1265.0
6722,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2019-03,1268.0
6829,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2019-04,1271.0
6936,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2019-05,1274.0
7043,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2019-06,1278.0
7150,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2019-07,1282.0
7257,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2019-08,1287.0
7364,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2019-09,1291.0
7471,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2019-10,1295.0
7578,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2019-11,1300.0
7685,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2019-12,1305.0
7792,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2020-01,1310.0
7899,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2020-02,1314.0
8006,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2020-03,1318.0
8113,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2020-04,1323.0
8220,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2020-05,1327.0
8327,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2020-06,1332.0
8434,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2020-07,1336.0
8541,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2020-08,1340.0
8648,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2020-09,1344.0
8755,"Ogden, UT",Ogden, UT,41.2230048,-111.9738429,2020-10,1349.0
42,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2014-01,961.0
149,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2014-02,964.0
256,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2014-03,966.0
363,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2014-04,969.0
470,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2014-05,971.0
577,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2014-06,974.0
684,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2014-07,976.0
791,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2014-08,979.0
898,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2014-09,981.0
1005,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2014-10,983.0
1112,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2014-11,986.0
1219,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2014-12,988.0
1326,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2015-01,990.0
1433,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2015-02,991.0
1540,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2015-03,992.0
1647,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2015-04,994.0
1754,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2015-05,994.0
1861,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2015-06,995.0
1968,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2015-07,995.0
2075,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2015-08,996.0
2182,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2015-09,996.0
2289,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2015-10,996.0
2396,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2015-11,997.0
2503,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2015-12,997.0
2610,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2016-01,997.0
2717,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2016-02,996.0
2824,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2016-03,996.0
2931,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2016-04,995.0
3038,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2016-05,995.0
3145,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2016-06,994.0
3252,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2016-07,994.0
3359,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2016-08,993.0
3466,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2016-09,993.0
3573,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2016-10,992.0
3680,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2016-11,992.0
3787,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2016-12,992.0
3894,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2017-01,992.0
4001,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2017-02,993.0
4108,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2017-03,994.0
4215,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2017-04,995.0
4322,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2017-05,996.0
4429,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2017-06,997.0
4536,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2017-07,998.0
4643,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2017-08,1000.0
4750,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2017-09,1001.0
4857,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2017-10,1003.0
4964,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2017-11,1004.0
5071,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2017-12,1005.0
5178,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2018-01,1007.0
5285,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2018-02,1009.0
5392,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2018-03,1010.0
5499,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2018-04,1012.0
5606,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2018-05,1014.0
5713,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2018-06,1017.0
5820,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2018-07,1019.0
5927,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2018-08,1022.0
6034,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2018-09,1025.0
6141,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2018-10,1028.0
6248,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2018-11,1031.0
6355,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2018-12,1034.0
6462,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2019-01,1038.0
6569,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2019-02,1041.0
6676,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2019-03,1044.0
6783,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2019-04,1047.0
6890,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2019-05,1049.0
6997,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2019-06,1052.0
7104,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2019-07,1054.0
7211,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2019-08,1056.0
7318,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2019-09,1058.0
7425,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2019-10,1060.0
7532,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2019-11,1061.0
7639,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2019-12,1062.0
7746,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2020-01,1063.0
7853,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2020-02,1065.0
7960,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2020-03,1067.0
8067,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2020-04,1069.0
8174,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2020-05,1071.0
8281,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2020-06,1073.0
8388,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2020-07,1075.0
8495,"Oklahoma City, OK",Oklahoma City, OK,35.4729886,-97.5170536,2020-08,1077.0
